review,label
"Kasparov vs. Deep Blue is no doubt a fascinating story, but I don't think you'd know it by watching this movie. I think it focuses too much on the conspiracy theory that IBM cheated...and what does this theory hinge upon? The idea that at one point the computer made a move that ""looked human"". I am not a chess grandmaster or a computer scientist. And while I don't doubt that the move looked human, to me it doesn't seem beyond the realm of possibility that the most powerful chess-playing computer ever created could make a surprising move...or that such a machine could beat even a genius like Kasparov. The movie gets way too much mileage out of this theory, and not enough out of the personalities of the people involved...that could have made it a much more interesting story. The direction also relies way too much on the conceits of a pointlessly whispered narration, and the imagery of an 18th century chess-playing machine that looks like one of those animatronic gypsy fortunetellers you see at the carnival. Also the story was slowed down by many empty shots of Kasparov revisiting ""the scene of the crime"". I don't doubt that Kasparov and the chess community found IBM's behavior vexing, but I don't think it's any different than you would find from any other big corporation. At the end of the movie, you are left with the feeling that Kasparov is a huge crybaby and the Deep Blue programmers are either victims or cheats. I think if the filmmaker wanted the viewer to believe the conspiracy theory (which he almost certainly did), he should have presented a lot more evidence. In fact, more evidence would have been a good idea in the first place. The whole thing left me with a sour taste in my mouth.",neg
"Fragile Carne, just before his great period. Although it is sometimes hesitantly directed, and marred by longueurs, HOTEL DU NORD is full of the faded charm and beauty typical of French films of the late 1930s, as well as a relative lightness of touch unusual with this director. All of his great virtues are here: the cramped interiors broken up by gliding, complex, delicious camera movements; a melancholy deployment of light and shade; remarkable, wistful sets by Alexander Trauner, which are so evocative that they, as the title suggests, take on a shaping personality of their own; the quietly mournful music of Maurice Jaubert; a seemingly casual plot about romance, tragedy and fatalism that casts a noose over its characters; extraordinary performances by some of the greatest players of all time, in this case Louis Jouvet and Arletty.<br /><br />In fact, the film's biggest failing, and I find myself astonished (as someone who usually, didactically, minimises its importance) to admit it, is its script. It has plenty of wit and poignancy, but without the poetry and irony regular Carne collaborator Jacques Prevert brought to their best films, it cannot avoid slipping into cliche (even if it is only cliche in hindsight).<br /><br />Ostensibly set in the boarding house, the film sets up its opening idea of community with two interconnecting tales of doomed love, and emotional, metaphysical and actual isolation The doomed love scenario is the one that works least well. Annabella is very beautiful, but not very good at doing tragic, while Aumont's callowness, brilliantly appropriate though it may be, by its nature obtrudes any real, felt, romance. Maybe it's just me, but I find it hard to sympathise with a couple, so young, so attractive, who, after only a few months, are so racked with despair that they have to shoot each other. Their high-flown lines are rather embarrassing too. Of course, this affair is not meant to be plausible - they are symbolic of youth, hope and possibility being crushed in France, or maybe France itself, despairing, resigned, waiting for death. For symbols to be truly powerful, they must convince on a narrative level, which, I feel, they don't quite here.<br /><br />What saves this plot is its connection with the story of M. Edmond, a character linked to the great tradition of French gangsters. Although we only learn it gradually, he is a killer in hiding, living off the prostitute played by Arletty, having dobbed in his accomplices. In his previous 'role' - and the theatricality of his position is crucial - he had one set of traits; in hiding he has assumed their complete opposite. Living a rather aimless life, he is profoundly shaken by the lovers' pact, and becomes fatalistic, realising the folly of trying to cheat death.<br /><br />In this way - the admission that one is less a person than a collection of signs, and that death is an unavoidable reality the most powerful masculinity must succumb to - Edmond is like a romantic prototype of Melville's clinical killers. With one exception - he gives briefly into hope, a delusion which only strenghtens - if that's not too much of an unbearable irony - his fatal resolve.<br /><br />All this could have been trite if it wasn't for the truly amazing performance of Louis Jouvet. I had studied his theatrical work at college, but this was my first taste of his screen talents, and he reveals himself to be worthy of the greats - Grant, Mastroianni, Clift, Mason, Mitchum, Cotten - giving a quiet nobility to a role which is more of a conception (he, needless to say, is allegorical too) than an actual person. Edmond begins the film a minor supporting character, but emerges as a tragic hero of some force. Like all those major actors, Jouvet's brilliance lies in what he conceals.<br /><br />On a formal level, what amazes is Carne's grasping, ten years before its flourishing, of the techniques of the great Hollywood melodramas of Sirk, Ophuls, Ray and Minnelli. Although his theatricality lacks the fluidity and clear-eyed beauty of Sierck's contemporary German melodramas (check out the masterpieces ZU NEUEN UFERN and LA HABENERA), Carne's style truly fits his theme - that of entrapment, paralysis, resignation.<br /><br />The film's principle motif is that of water - the credits float and dissolve, the hotel stands by a waterway - but instead of Renoir's open river of possibility, we have a canal, stagnant and manmade, going nowhere. The film begins as it ends, and the setting never changes, except for one brief interlude from which both escapees are doomed to return. Characters can only escape through death - their entrapment is emphasised by the narrow rooms they occupy, the walls and frames that hold them captive, the windows that look out on an escape they can never achieve. Any hope at the end, therefore, is profoundly, if romantically, compromised.",pos
"Well, my friends and I saw this film at the Woods Hole Film Festival and found it to be very interesting. A lot of the local stuff that showed there was only so-so but this one really stood out for us - first of all there were tons of people waiting to get in to the screening dressed like the film's major characters (particularly Erin) which surprised us. The film itself was really well-shot and the story and acting were a cut above what we were used to seeing at festivals. I'm sure other postings already hit on this, but the score was amazing and the cinematography really stood out - lots of interesting colors, some desolate wide shots and really inventive camera angles. Keep in mind this is a twisted and sad fairy tale, not a straight-up horror film, but it manages to be fun, campy, really dramatic and pretty eerie all in 90 minutes. It certainly deserved the Best Picture award it got there - we're waiting now to see it in a proper theater!",unsup
"An important movie in the 'New Hollywood' movement, 'Bob & Carol...' is an engaging comedy that still might seem daring today. The masterful opening scene (it is hard to believe that this is Mazursky's first movie) replete with nude bodies sets the mood well and tells us that what we're seeing is something different, something new. The film meanders and is full of great moments, in a way that often seems alien to contemporary movies. These are all multi-faceted characters - the humor is mined from their situations and their personalities, rather than being punchline driver.<br /><br />The performances to watch out for are those particularly from Gould and Cannon. Both are energetic and fresh - Culp is fine too, but weakened by playing opposite Natalie Wood. She isn't an embarrassment by any means, but the difference in acting from her studio experience, to the more naturalistic style of the late 60s/70s is apparent. She's never quite convincingly there, not inhibiting her character as Cannon (she and Gould deservedly were both nominated) does.<br /><br />The final sequence is uplifting and memorable, leaving the audience on a high.",unsup
"Keith Cooke plays the last human kickboxer who competes in a tournament where men with cybernetic replacements, (Or are they cyborgs, whatever the case my braincells were lost during the transition) of course he is forced to fight because his girlfriend (Tina Cote) has been abducted and is being forced to train Xao (Gary Daniels) who is a cyborg. Also aboard is Thom Mathews who looks to redeem himself and his father. The only good thing I can say about Heatseeker is that I didn't have to pay to see it, since I caught it on the Sci-Fi channel. Unfortunately that is all it has going for it. Heatseeker also ranks as one of the dullest features from Albert Pyun. His best efforts being the Kickboxer series (So far what I have seen) have been works of mediocrity but Heatseeker comes from a curse that no good movie has ever been made by Pyun, that involves cyborgs, robots or machines.) His best to date was the confusing and sub par Nemesis. However with Heatseeker, Pyun is desperately out of ideas and imagination, so he simply turns this into a robot jox of the fighting circuit. Also of note is that none of the fight sequences evoke excitement and overall we are left to watch a movie that is hideously dull in it's uninspired tone.<br /><br />* out of 4-(Bad)",unsup
"I didn't know what to expect from this film being a fan of all Sandler films. It was funny on a different level than films like ""Billy Madison"" and ""Happy Gilmor"". It's great that he goes for a more mature sense of humour in this film than most of his other ones. After Mr. Deeds, I thought Adam had hit a wall as far as making good movies, but I enjoyed this one. And hey, Jack was great.",unsup
"Is this movie slow? Occasionally boring? Kind of depressing? Yes. Unfortunately, that is the reality of working as a temp in an office! Take it from one who's been there. I spent several years temping on breaks from college in the late 80s, and this movie brought it all back, vividly. The office politics, the way the permanent workers ""look down"" on the temps, the menial and mind-numbing tasks, the good old boys (mostly white males, at that time) who were in charge and above it all. Not all of my jobs were as horrible as the office depicted in this movie, but enough were that it occasionally gave me chills. I hope that things have improved, with the proliferation of computers and other advanced technology, at least in terms of the work itself. But I can guarantee that in some places, that temp vs. perm ""caste system"" will always be there, regardless of how the jobs get done.<br /><br />The performances in the movie were excellent. I really liked Parker Posey's exuberant portrayal, as well as Toni Collette's studied, more subtle effort. She expresses so much pain and frustration through her facial expressions and quiet, even-toned narration.<br /><br />The movie is not for everyone, and some viewers will no doubt be bored and/or confused by it. But if you've ever been a temp of any kind, or worked in an office, I think it will resonate with you.",unsup
"I was surprised to discover Michael Moore or Bill Maher wasn't involved with this ""movie"". An American leftist laundry list of axes to grind, with a distinct sparseness of democrats in Hell. Mao Zedong and Karl Marx didn't make an appearance in Hell, but Ronald Reagan is in the same room with Hitler? Perhaps we'll have to wait for these California spin doctors to butcher Paradiso for them to show all of their pet ideologue political figures.<br /><br />Cheap shots at religion, right-wing politicians, corporations and their lobbyists, Fox News, even SUVs. All the radical leftist talking points were too completely covered - while conspicuously omitting references to wrongdoing from the ""other side of the aisle"" - to not have been a conscious effort. The singular exception I noticed, in the hour and a half, is JFK has to have sex with Marilyn Monroe for eternity: The token inclusion in these propaganda pieces in a pathetic attempt at appearing non-partisan.",neg
"This is perhaps Cary Grant's funniest film (I'd rank it a hair behind ""Arsenic and Old Lace"") The rat-a-tat dialogue has rarely been so perfectly timed as between he and Rosalind Russell, who delivers the definitive caricature of a 1930's career gal. And Ralph Bellamy's hamhanded nice guy was so effective that his name became synonymous with that type of role. Amazing that he was ever taken seriously afterwards. The writing is superb, better than most any dialogue you'll hear today. And Howard Hawks directs the whole shebang at just the right pace and tone to keep it all together.<br /><br />The story is pretty simple. Russell is Grant's ex, and she's come back to see him at the newspaper he edits and she used to write for to inform him that she's getting remarried (to Bellamy) Whew! Meanwhile, Grant decides to win her back at the last minute, sucking her back into the newspaper game by tricking her into covering the last day of a man on death row. Can't tell you what happens, you'll have to watch for yourself.<br /><br />If this all sounds a bit familiar, but you know you haven't seen it, there were several other filmed versions of the play this was based on, ""The Front Page"". The Matthau/Lemon version was okay, but avoid the painfully unfunny 80's version, ""Switching Channels"" with Kathleen Turner and that Superman fella.<br /><br />Veddy veddy funny. It makea me laugh. 10 out of 10.<br /><br />",unsup
"SPOILERS AHEAD:<br /><br />There are so many loose ends in this movie. If the Ice Man really did come from a much earlier civilization, what happened to all those buildings in that civilization? Why is that man the only proof of the civilization?<br /><br />And about Andy? At first, Jack is angry about him receiving the experimental treatment. But at the end, he's happy God made him a continuation of a long-forgotten civilization. Jack's not even worried about Andy possibly dying like the Professor did.<br /><br />I thought the scenes with the angry monkey were funny. But on the whole, this movie was very sloppy. Kinda like if Rain Man was a sci-fi B-movie from the '50s, directed by some orangutan.",unsup
"Karam is a very, very interesting story told in a stylish format. It was so emotionally & psychologically thrilling, the whole movie is charged with pulse pounding suspense and made so dark & sinister that gives you the tensive mood for the film. Inspired from Collateral & Kill Bill. The best Bollywood movie in 2005. Sanjay F. Gupta made a terrific film for his first attempt he only made one film so far but still he is one of my favourite directors. He was a cinematographer of Qayamat, Mujhse Shaadi Karogi and Zinda. The story is mentioned in the plot summery and also by other comment users.<br /><br />Karam has probably the best cinematography in any Bollywood movie, which suits the mood e.g. the flashback scene of John's first kill, was in animation, black and white for John's dream and sepia for the song Tera Hi Karam when he was in huge depression. The animated scene was in black and white the only colour was blood. The main menu of the DVD is wavy, green. <br /><br />The best scenes in the film has to be the: <br /><br />1. Animated scene.<br /><br />2. When John was trying to save his wife he was wearing dark sunglasses and black gloves.<br /><br />3. Where he was in the club during the song Ishq Nachaya Kare dressed like Eric Draven in The Crow and he killed the first man in his hit list.<br /><br />Songs are excellent without a doubt every song is good the best ones probably are Tinka Tinka and Ishq Nachaya Kare.<br /><br />I also noticed a goof when John received his wife's finger it was a full finger but when he was talking to her on the phone after the song Ishq Nachaya Kare her finger was half cut.",unsup
"Jeremy Piven and Sherilyn Fenn are sane lovers trying to find one another in an insane world. They make a very charming screen couple -- why aren't they doing more films together? Piven's role as a tour bus driver keeps him putting on an act he despises to maintain an unlikely relationship with Fenn, who plays the part of a rising movie star. Just Write is a fresh, charming treatment of an old storyline, made enjoyable by memorable characters.<br /><br />To balance the niceness of the two leads, Jo Beth Williams and Alex Rocco give outstanding performances as cynical supports. Williams delivers some great lines as Fenn's forever-on-the-phone agent, and Rocco, as Piven's lame father, provides an entertaining obstacle for his son to nudge aside so he can shoot for the moon.<br /><br />Wallace Shawn, Jeffrey Sams, Yeardley Smith, and Stephanie Miller keep the laughs coming in minor support roles, and Costas Mandylor is the Hummer-driving, GQ- reading soap star boyfriend Fenn can't shake loose.<br /><br />Relax and give it a try. I think you'll end up watching it more than once.",unsup
"What should have been a good story with a capable cast was actually hard to watch for me. Each scene seemed to be performed without any regard to the ones previous or following, and HD actually calls Jolie ""Jolly"" at one point (and no one caught such a basic mistake, which could have been easily corrected in post production audio work).<br /><br />The ending was predictable, and disappointing in its execution. Once the final scene was underway, the acting ended, and the audience was never treated to anything like a finale that would've tied up the loose ends.<br /><br />Unfortunate, given the talent available (and the cameo by Mickey Rooney).<br /><br />Sheesh.",unsup
"***SPOILERS*** ***SPOILERS*** Juggernaut is a British made ""thriller"" released in the US by First National. Karloff is Dr. Sartorius who has to leave his research because his funds have dried up. Karloff is forced to retreat to France and start up a medical practice. He is propositioned by a conniving woman who wants to get rid of her much older husband. She knows Karloff needs the money.<br /><br />Karloff agrees to the proposition and soon becomes the personal doctor of the husband. All the while, the wife is prancing about town with the local no good playboy. Karloff finally injects the old geyser with poison and he kicks off. However, his son (from another marriage) arrives a few days before the killing and finds out the will has been changed. When he spills the beans to the wife, she goes berserk and even bites the son's hand.<br /><br />Meanwhile, Karloff's nurse has misplaced the hypo Karloff used to kill the old man. When Karloff finds out he isn't getting any money, he asks the wife to poison the son. The nurse suspects Karloff and finds the missing hypo. Analysis shows poison, but not quite in time as Karloff kidnaps the nurse.<br /><br />To make a long story short, the nurse escapes, gets the police, and manages to save the son who is about to be injected by Karloff. Karloff instead injects himself and dies.<br /><br />This movie does have some good points. Karloff is possessed and plays the type of mad doctor he did in The Devil Commands and the Man Who Lived Again. It is peculiar, however, to see him walk around stiffly and slightly hunched over. We never find out why he is walking this way. I suspect the director thought it made him more sinister.<br /><br />The actress playing the 2-timing wife overacts something terrible. She has a French accent. Even though she overacts badly, you still manage to hate her (or maybe you hate her because of her acting...).<br /><br />A little below average for a Karloff vehicle. If you buy the Sinister Cinema VHS copy, the audio is a bit choppy.",neg
"This movie is sooooooo bad.....but that part when the bad guys are torturing Lou-Z and start cutting up his toupee is just too funny--I could not stop laughing!! You gotta see it, just for that part alone!",unsup
"EXCELLENT Flick! Adam Brody is amazing! A must see movie! I wasn't sure what to expect, but being a fan his show I wanted to see Adam in this role and I was happy that I did! I give it an ""A"" and would recommend it to everyone.<br /><br />I can tell you that this is one of the better movies of it's kind that I have see in a very long time. The story line is so well done and I was captivated by it. I like a good dramatic story and I was hoping to be taken back into someone else's world and this movie did just that.<br /><br />It was also great to see Brody give such a different performance. I was more than impressed. Enjoyed it a lot!",unsup
"There isn't one decent scene.<br /><br />Amy Adams gives one of the worst performances of all time. Proof that you a can start anywhere. The guy playing Sebastian sucks, too. He doesn't even look much like Ryan Phillipe. More like Joshua Jackson. The two other girls are terrible, as well. <br /><br />Then the dialogue is also crap.<br /><br />Sebastian (About to have threesome): If you cant beat them... <br /><br />Virgin Girl: Who says you can't beat 'em?<br /><br />Lame.<br /><br />The ending contradicts the entire plot of the original. In the first film, it is clearly stated that Kathryn and Sebastian never had sex. One of the reasons Sebastian wanted Kathryn so bad, aside from the fact that she's played by Sarah Michelle Gellar, was that she was ""the only girl he couldn't have and it killed him"". She was a tease who liked playing with him. The fact that she never gave it to him increased his wanting. Then in this P.O.S., it implies that he CAN have her, along with a girl on the side. What? And we don't even see the sex, either. It's implied, making it not only stupid, pointless, and contradictory, but worthless too.<br /><br />And in the first one, Kathryn rejects Sebastian because he fell in love, making him a loser. Even though he won the bet, that crumbled his chances. Then in this excrement, he looses AND falls in love. So she doesn't screw ""losers"", only complete losers? Another thing: it's stated that Sebastian has never been in love, so what do you call the thing with Virgin Girl?<br /><br />Then at the end, virgin girl is all of sudden revealed to be Kathryn's evil lesbian lover (dun dun dun) and, like I said, they go into a lame offscreen threesome. Stupid. <br /><br />There's several other plot contradictions. Did the writer even see the first film? A 5 year old can point his stuff out.<br /><br />After the threesome, Sebastian has sex with the blonde virgin, corrupting her innocent mind in the back of a limo while Kathryn and Virgin Girl Turned Evil Lesbian In Lame Sudden Plot Twist sit in the front, listen, and smile evilly into the camera. <br /><br />The end... <br /><br />Seeing Sebastian become the ass hole he was in the first one could have made an interesting film. I guess all it took to make little Sebastian bad was a threesome with two hot girls. Interesting.",unsup
"After enjoying Meryl Streep and Kevin Kline in the recent ensemble comedy ""A Prairie Home Companion,"" it was great to see their dramatic performances in ""Sophie's Choice,"" the movie that made them famous. Here, they play Sophie and Nathan, a volatile young couple living in a Brooklyn boardinghouse in the summer of 1947. Their story, and eventually the story of the Polish Sophie's time in a concentration camp during World War II, is presented through the eyes of Stingo (Peter MacNichol), their young Southern neighbor.<br /><br />Though other characters appear, especially during the flashbacks, ""Sophie's Choice"" is largely a three-person drama that relies on subtle interactions. Meryl Streep can always be counted on to give a nuanced performance, but here, especially, she raises the bar. Speaking three languages (including a very realistic portrayal of how foreigners can hesitate and hunt for words when speaking English), going from a haggard Auschwitz inmate to a pretty ""blooming rose,"" consumed by guilt even during the madcap or romantic moments she shares with Nathan, she gives a brilliant performance of a very complex character. Her big scenes with Nazi officers are of course powerful, but I was equally struck by smaller moments: the heartbreaking little flashes of emotion that reveal Sophie's postwar wounds, or the extraordinary conversation she has with a Nazi's daughter.<br /><br />Kline throws himself into the role of the ""fatally glamorous"" Nathan and also displays impressive range: he goes from charming to menacing. MacNichol is not up to these (admittedly high) standards. He can play the wide-eyed innocent, but he always seems somewhat thick-headed and lacking in passion. The movie would be more effective if Stingo seemed more truly changed by his experiences with Sophie and Nathan.<br /><br />Despite Stingo's weakness as a character, I liked the unusual structure that reveals Sophie's story gradually, in flashbacks that draw closer and closer to the ultimate horror. The movie is nicely shot and some of the Brooklyn scenes look as though they actually could have come from a 1940s movie. But no director from the 1940s would have confronted the brutalities of the Holocaust so directly, and few actresses from any era could have given a performance like Streep's.",unsup
"It's always instructive to watch films released no more than a year apart, tackling an identical subject, with many ideas in common, yet made in different countries and causally unrelated: take Australia's ""Better Than Sex"", and France's ""A Pornographic Affair"". It hurts to say it, but the French completely outclassed us. (AND they got in first.) But you don't have to see the French film to work out what's wrong with this one. English critic Cosmo Landsman put it best: ""There's nothing here you couldn't learn by reading 'Cosmopolitan'.""<br /><br />I have nothing against 'Cosmopolitan', but before starting work on a project like this you must decide if you wants to create a ""How Compatible Are You?"" quiz, or a work of art; its one or the other. They bathe the paper on which 'Cosmopolitan' magazines are printed in a kind of aesthetic disinfectant, and this film has gone through a similar process. The acting is good. It's the one feature of Australian films... And, I should admit, there's enough real humour to make it all wash down easily. But I got the uncomfortable feeling afterwards that I hadn't seen a movie at all. The taxi driver, who could have been a delightful fantasy element, was instead an embarrassingly naked cop-out, and that's what the device of interviewing the central protagonists turned out to be, too. Two films handled it much better: ""When Harry Met Sally"", and the French film. There was a point to the device in both cases. In ""When Harry..."" it's an outside-the-narrative device, placing the two central characters in the context of a larger world; in the French film, it's an INSIDE-the-narrative device, letting us know that the central characters have since reflected on the past. In ""Better Than Sex"" it's just a clumsy extravagance.",unsup
"I wanted to like this film. Sydney Pollack is a liberal-minded director with an interesting filmography. But I found myself asking why Kidman had to play the part and not a black actress. She never convinces as a half-African fighter for freedom in the disguise of an interpreter...Too many compromises -Pollack - hints at something like this in the DVD specials - and no thrills. The ending is neither touching nor thrilling. The alternative end which you can find on the DVD is even worse - a naive dreamer's version of what politics should be like. Technically a perfect film, as for the contents: unconvincing and flat. Sorry Sydney, but the UN as a location is not enough as a concept for a convincing political film.",unsup
"Director J.S. Cardone presents something a little scary and a little creepy, but nothing more. A widowed mother Karen Tunny(Lori Heuring)inherits a home in the Pennsylvania mountains; so she takes her two daughters and moves into the sprawling estate in what seems the middle of nowhere. But it is somewhere, somewhere ninety some odd years ago a tragic mining accident claimed the lives of numerous children who were forced to labor in the dark and dank. The area and especially the Tunny estate seems to be haunted by the spirits of the tiny little wicked souls. The legend is the screaming children come out in the moonlight to seek their revenge; and you better believe it. Also in the cast: Ben Cross, Scout Taylor-Compton, Chloe Moretz, Julie Rogers and Geoffrey Lewis.",neg
"I first heard of Begotten when a girlfriend of mine picked it up in a ""cult classics"" section of my local video retailer. She knew I liked obscure artsy movies so I rented it and brought it home. It sat on my TV for a couple of days and then I put it in the VCR just before going to bed. I thought that maybe I'll see what it's like first then devote more time to it the next day. What followed was that it actually woke me up. I sat through the entire film and loved it. After I went through the closing credits I watched it again. Only after you see the closing credits do you get an idea of who is who. After you know that you can watch it again with renewed appreciation. Don't listen to the people that tear this movie apart. It's not for everyone. If you're someone that doesn't like reading subtitles than this movie isn't for you (not that there are subtitles, there's no dialog at all). If you're someone that actually owns Rush Hour 2 then this movie isn't for you.<br /><br />This movie is truly original and inspiring. It does what other movies have never done. It looks like nothing else and is bolder than just about everything out there - from 1989 to the current date. You can tell that everyone involved in the making of this movie truly love the art of what they do and understand what can be captured in cinema form.<br /><br />If you're looking to be ""entertained"" then the movie isn't for you. However, it is pure escapism in some extreme way and in film form. It's like someone attached wires to my head and taped one of my worst nightmares. But this nightmare makes sense if you really sit and watch the images, dissect the action of the actors, and don't sit there noodling your guitar passively but watch and not blink.<br /><br />People compare it to Eraserhead but Begotten is so much more. I'm not joking when I say it is my favorite movie. It's an important film, visually stimulating, mechanically inspiring, and hypnotic. One review I read about it is very true though, ""no one will get through Begotten without being marked.""",pos
"OK. In a nutshell (no spoilers i promise), the main character (Jennifer Jason Leigh) inherits this big old building that has a night club downstairs and living quarters upstairs. As soon as she moves in, strange things start happening. Things move around, crash.. feelings of being watched, etc. This guy, who gibes you the impression that he is some sort of City Official/Detective type, starts showing up trying to calm JJL down as she is scared witless due to the aforementioned abnormalities. Soon enough, she gains the strength to explore this dwelling and finds more rooms and doorways. OK, I gotta stop here. It gets weirder... and KINKY!!!",unsup
"I saw this on TCM a couple of nights ago, and stayed up late to see it a second time when it was screened again later in the evening. I had never heard of this movie before, and it turned out to be a pleasant surprise. Based on a stage play, it has sophisticated and witty dialog, and is very nicely acted and directed. William Powell is his usual charming self, and Ann Harding is terrific--exuding intelligence, strength, and femininity in a very difficult role. I can remember seeing Ann Harding in only one other film, Peter Ibbetson, and she made an equally strong impression on me in that film as well.<br /><br />Powell and Harding work well together, with a seduction scene creating a great sense of intimacy. He's a playboy, and she lays a trap to snare him, which eventually leads to a lot of emotional pain and heartache. Despite all their troubles, there is a certain civility and grace in the way that they deal with each other--and I think it is this quality, more than any other, that makes the film so appealing.<br /><br />For people who like films of the pre-code era, Double Harness is highly recommended.",unsup
"It's hard to say which was more toxic: the magma or the camera work in this film.<br /><br />Endless dart-in's, dart-out's, dizzying pans, rapid-fire jump-cuts, unnecessary point-of-view changes, and so on. It was like some two-year-old kid was playing with a video-cam. Irritating in nature, devoid of purpose, it has become a pandemic in made-for-TV flicks.<br /><br />Once the bumbling camera movement has you popping sea-sickness pills, the movie introduces you to the same old assembly-line stereotypical characters rehashed on a hundred other made-for-TV flicks. You've got some Einstein-wanna-be scientist causing the menace, a bunch of blue collar heroes that are the only ones who want to save the city, a female scientist that discovers the problem but nobody listens, politicians who are breaking the law and not listening to reason, dimwits in an anti-terrorism unit, and a few extras whose only reason for existence is obviously to be victims. Two of the above serve as the obligatory divorced couple rekindling their romance while people get zapped by lava all around them.<br /><br />Most imbecilic scenes: some magma burps a skull out, landing near some horrified witnesses, it's still (no, I'm not kidding) smoking like a piece of burnt toast. A guy opens a door, and lava pours out, like storage out of an over-filled closet. A fisherman catches a fish and says--oh never mind; you'd never believe it, anyway.<br /><br />Anyone with an IQ over 30 would detect about a zillion scientific plot holes. If you want serious fare, skip this movie. If all you want is a cheesy disaster flick, with a lot of unintentional camp, then this one will fit the bill. Just be sure to have sea-sickness pills close at hand.",unsup
"This movie is very very good. It is highly enjoyable, definitely a couples movie. David Wenham and Suzie Porter are great as the leads, they are definitely one of the only screen couples that actually had chemistry, it was amazing to see. It is very funny, and very sexy, and very Aussie, what else can you ask for in a movie?<br /><br />The direction in this movie is very well done, the story is good, I really loved this movie. And at times this film is better than sex! Congrats to the Producers you have yourselves a winning movie. 10/10 from me!!!",unsup
"Normally I don't like series at all. They're all to predictable and they tend to become boring and dull very fast.<br /><br />These series however, are well played, the story follows through all episodes and even if you miss one, the story will still be catching your mind.<br /><br />The episodes are all filmed on a hospital and takes you further and further in to the mysteries of dark and old secrets that lies just beneath the surface of the mighty hospital.",pos
"This is a disappointing adaptation of the James Lee Burke novel ""In the Electric Mist of the Confederate Dead"". It is rather poorly acted mainly due to the miscasting of the principal players. Tommy Lee Jones, a normally fine actor, just doesn't capture Burke's ""Dave Robicheaux"". As Robicheaux's main nemesis, John Goodman does a sloppy job as the ""heavy"". The guy who plays Robicheaux's actor-buddy doesn't look like a former ""A"" lister leading man. The rest of the movie is mainly cast with no-name locals who just don't do justice to a big-time novel.<br /><br />The movie and Jones' performance is way too hurried for one thing. Robicheaux in Burke's series of novels, gives one the feeling that he fits well into his environment most of the time, being laid back and slow-moving. This is just like the deep south and southern Louisiana. Then at times Robicheaux is nearly manic in his exertions. Jones just moves at a fast pace through the whole movie. He doesn't vary. Ned Beatty is wasted. Mary Steenburgen is out of place. About the only good thing about this is the setting. On the whole the movie gives one the impression of a TV movie.",neg
"Thank God that the people who produced this bomb are not working for the Taliban. This movie would be a Daisy Cluster. I feel bad that in our economy, which is always growing, I had to spend the equivalent of $5.00 US dollars. Next time I will log on and see the review first.",unsup
"An extra is called upon to play a general in a movie about the Russian Revolution. However, he is not any ordinary extra. He is Serguis Alexander, former commanding general of the Russia armies who is now being forced to relive the same scene, which he suffered professional and personal tragedy in, to satisfy the director who was once a revolutionist in Russia and was humiliated by Alexander. It can now be the time for this broken man to finally ""win"" his penultimate battle. This is one powerful movie with meticulous direction by Von Sternberg, providing the greatest irony in Alexander's character in every way he can. Jannings deserved his Oscar for the role with a very moving performance playing the general at his peak and at his deepest valley. Powell lends a sinister support as the revenge minded director and Brent is perfect in her role with her face and movements showing so much expression as Jannings' love. All around brilliance. Rating, 10.",pos
"There is no way on earth you are going to care about any of these characters. A bunch of spoilt middle class overgrown kids take some drugs at a party and get off with each other and argue. I've just seen this on TV and I didn't think it was a 'film' as such, more a post-'This Life' indulgence that really has no resonance or proper drama to it. Stuff like this will get commissioned for time immemorial unfortunately, irrelevant middle class ""lifestyle"" crap that takes itself far too seriously. It's got David Baddiel in it and that bird out of ""Cold Feet"", you know what to expect. There was a lot of this stuff about in 2000, it was a particularly British malaise...""they're educated and doing drugs? friends, but kinda dysfunctional and with incestuous relationships? sounds great!"". This kind of nonsense, and post-Guy Ritchie comedy- gangster stuff...dark days. If you have taste, this will annoy you to the point of violence.",neg
"I missed the first 10 or so minutes of the movie but don't think watching it from the beginning would've made any difference. I found the film extremely boring and was disappointed with the acting. I remember Patrick Swayze and some of the other actors (Roy Marsden, for instance) in outstanding roles but they all disappointed here due to a very weak script. ""Kind Solomon's Mines""...the very short part of the movie inside the ""mines"" was about as exciting as watching paint dry and I doubt that even a pre-school kid would've been spell-bound by watching the fight of the ""warriors"". The entire movie was reminiscent of a cheaply produced American TV series. Give me Indiana Jones any day!",neg
"The Outer Limits is a brilliant show that for the most part leaves me with very strong emotions. There are, undoubtedly, some stinker-episodes, but it's essentially an old pulp-comic turned into a TV-show, so that can be expected. For the most part it's excellently done, well produced and directed, and often featuring some big-name talent who seem to enjoy working in a solid translation of short fiction to hour long television format.<br /><br />The Outer Limits tends to focus on rather large ethical/philosophical/moral questions and rarely ends without the voice-over intciting serious thought.<br /><br />From time-to-time, the themes are hammered in a little bit too heavily for all but the most thick-headed viewers. Additionally, while a certain level of distrust of the Government is conducive to an effective democracy, you can unluckily catch several episodes back-to-back that border on the absurd with regards to distrust of the Army/CIA, etc. One further note is that any large group with power (the Roman Catholic Church, Evangelicals, The People's Republic of China, and so on) are cast in a bad light in frequency ranging from once to often.<br /><br />While the show can beat a dead horse if it's watched enough, the overall quality is astounding, and I'm grateful that Sci-Fi has decided to continue airing it until they produce a season-by-season DVD set (and I can afford it.",pos
